text	label
用户号码认为在,对用户号码进行骚扰，内容:食药推销，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	用户接到骚扰 / 诈骗电话
1.否认办理业务:心用流量包,3元2.受理渠道:湖北省短信营业厅3.订单记录:购物车流水:4.机主身份证:5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
用户反映号码，对,到月的费用有争议，费用争议的销售品名称:天翼畅享40GB（299元）套餐，销售品ID:，销售品编码:，争议费用金额:，定价描述:-天翼畅享40GB（299元）套餐。扣费明细:使用设备:;费用明细:套餐-CDMA月租费;费用明细说明:;费用金额(元,定价名称:-天翼畅享40GB（299元）套餐,反映本机套餐资费过高，我台没有主动告知用户新版套餐资费，导致多扣了6月到现在的套餐费用，要求退回多出来的费用。	投诉场景
用户在,收到发送短信，短信内容（简述）:分期乐,用户反映不停收到分期乐发送的短信，一天10条，造成了骚扰。	屏蔽骚扰短信
前期流水:，用户反映通过链接操作不成功，请尽快核实联系，用户要求明天上午上午9点到11点联系是否停机:是（请进行下一步,停机类型:身份核验(语音)单停；停机时间,处理工号是否是hb:是。	线上链接复机不成功
用户在,收到、发送短信，短信内容（简述）:消费金融贷款逾期,投诉近期接到用户的消费金融贷款逾期的骚扰短信，严重影响了用户的生活，请工作人员核实处理。	屏蔽骚扰短信
故障地址】:荆州市现业郊区八岭山镇【周围用户是否正常】:否【经度】:112,纬度】:30,地址】:荆州市现业郊区八岭山镇【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:部分/单一位置【故障现象】:信号弱，不稳定【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,开机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省荆州【检测无线网状况是否故障】:正常【检测是否是5G用户】:是5G用户【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:用户可以正常呼出呼入【检测ENUM开户数据是否存在】:ENUM开户数据存在【检测用户volte注册状态】:用户已注册VOLTE功能重启手机或拔插卡，用户未恢复。	无法主被叫，已做换机换卡测试未恢复。
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,12月,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
要求线上复机，请尽快联系，停机类型:骚扰单停；处理工号:hb；通话频繁的原因（不涉及填无）:无；单位全称（个人填个人）:个人；能否提供工作证明:个人使用，不涉及；机主身份姓名:张珅；机主身份证辅助项（三选一）:开卡地市；用户不认可项:停机原因。	身份核验复机问题
已发号测试短信，用户接收成功但不认可自助排障,验证码和银行短信无法解释。	测试短信接收成功，不认可自助排障
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，所有。	短信无法收发
用户对于我们收取了短信费用不认可，称以前是不收的，以前的套餐收费情况,争议费用情况:大于5元。	费用争议
用户线上链接复机不成功，请联系处理是否停机:是（请进行下一步,停机类型:涉诈流量断网恢复；停机时间,处理工号是否是hb:否（请场景按照口径答复用户。	表示通过链接复机到最后一步了,一直没用成功,用户线上链接复机不成功,请联系处理
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-03。	号码正常，短信未拦截，不配合换机测试
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您,希望可以尽快回电麻烦了。	用户接到骚扰 / 诈骗电话
1.主叫号码,2.受理号码,3.联系号码,4.生单原因宣传与活动不一致5.订单号FXI6.用户需求:,用户称此号套餐宣传与活动不一致。	宣传与活动不一致
已发号测试短信，用户接收失败,建设银行。	测试短信接收失败
用户反映办理是京东橙分期，用户称上月在京东白条提前把剩余橙分期还款已全部还完了，用户对本月返还翼支付红包50元还是抵扣橙分期还款不认可，请核实后尽快处理回复,投诉类型:橙分期投诉类型:问题具体情况描述:同业务内容。	翼支付/橙分期活动问题
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-14。	短信无法发送
用户反映号码，对月的费用有争议，费用争议的销售品名称:5G云套餐十全十美129元档，销售品ID:，销售品编码:，争议费用金额:，定价描述:5G畅享融合129元30G套餐。扣费明细:使用设备:;费用明细:套餐费_国内通话费;费用明细说明:;费用金额(元,定价名称:5G畅享融合129元30G套餐,用户要求退回多余的扣费，请核实。	客户需求,取消并争议费用
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您IM号:oTkr9jn4-f2qTEZ_KNv43ipEiPgM。	短信无法收发
反映线上认证身份证无法上传，意见非常大吗,是否停机:是（请进行下一步,停机类型:风险语音单停；停机时间,处理工号是否是hb:是。	用户表示自己点击链接复机的时候显示无法访问,进不去链接,用户要求联系在线处理,请核实回复
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	用户接到骚扰 / 诈骗电话
用户号码认为在,对用户号码进行骚扰，内容:贷款理财，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（武汉）(武汉)请派单信安部处理。	用户接到骚扰 / 诈骗电话
电子渠道活动-6个月合约,用户要求取消。	客户想要取消电子渠道活动-6个月合约,请核实一下
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-14。	号码正常，短信未拦截，不配合换机测试
客户，通过自有营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:拆机【电信手机,营业厅名称:随州解放路电信营业厅；工作人员工号/特征:赵辉；存在的服务问题:拆机转账未到账,用户反映11月6号通过营业厅办理的拆机，之前账户中有98元左右的话费，要转到号码上，但到目前为止却无转账记录显示，并回复；用户反映11月6号通过营业厅办理的拆机，之前账户中有98元左右的话费，要转到号码上，但到目前为止却无转账记录显示。	投诉营业厅
周围用户是否正常】:是【经度】:114,纬度】:30,地址】:武汉市东西湖区工农路武汉市硚口区社会福利院办公楼4楼404室【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:国内漫游,检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单,检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,无位置信息【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:BOSS未开通VOLTE功能【检测VOLTE平台用户状态】:BOSS未开通VOLTE功能【检测ENUM开户数据是否存在】:BOSS未开通VOLTE功能【检测用户volte注册状态】:BOSS未开通VOLTE功能未检测到MSCID位置信息，已建议用户换机换卡，用户未恢复。	语音或上网无法使用
1.否认办理业务:订购销售品【电渠5G升级包49元档5折（6个月,2.受理渠道:武汉汇乐购电子商务有限公司3.订单记录:购物车流水:4.机主身份证:X5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
用户称彩信无法发送，请尽快联系处理。是否设置黑名单:未设置（手机增值一键生单检测,手机是否支持彩信:支持；是否开启手机上网功能:已开通；开关机是否恢复:未恢复。	用户表示彩信无法发送,请核实回复,发送不了彩信了,请核实联系处理
故障发生时间,省际漫游投诉问题:语音或语音、上网均无法使用；漫入号码归属省:山东-青岛；号码状态:号码正常\用户不配合；手机是否启用4G:已启用；手机终端类型:4G终端；漫入地4G信号覆盖情况:有4G信号覆盖；故障地址:鄂州鄂城区新庙镇鸭畈村；地图经度:114,地图纬度:30,信号很差，无法使用，要求公司处理。	漫游语音/上网问题
自己收不到复机短信，无法复机,停开机类型（停机原因-停开机记录区查-看详情）:大数据分析号码身份核验；处理工号（停机原因-停开机记录区查-看详情）:hbunfraud02；无法到厅开机原因:不愿意去营业厅。	身份核验复机问题
客户反映不涉及，通过客户经理（含网格、校园、政企）咨询/办理业务时，对服务态度表示不满意，要求核查处理，客服代表安抚无效，请协助处理,不涉及；业务类型:不涉及；客户经理电话或姓名:王明；存在的服务问题:服务问题,客户办理爱心语音包，加了我们经理的微信，经理告知不能办理客户对经理这种答复不满意；客户办理爱心语音包，加了我们经理的微信，经理告知不能办理客户对经理这种答复不满意。	业务办理问题
与11月短信提示没有收到过通话分钟数用完，以及提示可订购语音包，对此不认可，在线，请尽快核实处理，投诉问题场景:话费、流量提醒问题；订购记录场景查询结果:提醒类不涉及；综合提醒平台查询结果:无记录\不一致（直接答复,接收/发送时间。	短信提醒问题
用户积分兑换入口:省内积分商城,积分兑换物品类型:实物；积分兑换渠道:集团号百积分商城兑换凭单；积分兑换物品:小熊Bear,电动绞肉机2L不锈钢多能料理机,搅拌机,QSJ-C03P2；积分兑换单号:BTGoods；积分争议类型:发货延迟,积分异动日期为:，异动为:兑换/清零，异动积分为:，积分值为:0，兑换凭单号为:BTGoods，兑换物品为:小熊Bear,电动绞肉机2L不锈钢多能料理机,搅拌机,QSJ-C03P2，兑换渠道为:集团号百积分商城兑换凭单。	积分兑换
欠费双停复机,处理成功,处理成功,PLCA可用余额:元号码状态:欠费双停用户要求尽快处理改套餐,用户（）来电反映充值仍未开机，经核实用户今天通过集团第三方接口充值（渠道）充值30元,现可用余额为元,但手机(产品类型)仍是停机状态。	有余额被停机问题
自己办理的是一个199元融合套餐，是包含宽带和ITV的，但是目前查看到ITV额外收费20元,争议类型:月租费争议争议费用情况:大于5元争议月份:争议扣费记录:20元套餐定价计划:包月-双通道ITV(ITV月租20元。	费用争议
1.否认办理业务:改套餐2.受理渠道:客户服务中心维系二厅3.订单记录:购物车流水:4.机主身份证:5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
客户，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:订购销售品【十全十美59元套餐(松融合,营业厅名称:温泉温泉路附一电信营业厅(长远电子,工作人员工号/特征:娄娟,称自己在12月1号办理套餐的时候当时支付了200元，工作人员告知其办理好后会充值到话费上，但是系统显示只到账了92元，联系营业厅称是108的调测费,称自己在12月1号办理套餐的时候当时支付了200元，工作人员告知其办理好后会充值到话费上，但是系统显示只到账了92元，联系营业厅称是108的调测费。	投诉营业厅
省网优预,1713，表示自己的号码给手机内的副卡打电话，在自己的号码挂机以后，再给此副卡打电话，此卡一直提示占线。而的号码给此副卡打电话却又是正常的。自己的主卡给号码打电话不存在这样的问题，此问题只出现在自己的主卡和，核实费用数据HLR正常，开通并使用volote，呼入呼出状态正常，无互斥业务，无异常话务，后台数据情况，请进一步核实。【周围用户是否正常】:是【经度】:115,纬度】:30,地址】:湖北省武汉市武昌区首义路首义名居附近【地址id,基站id,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,关机【HLR漫游权限查询】:港澳台漫游,国际漫游【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检测HLR侧停开机状态】:开机【呼叫权限】:港澳台呼叫【MSCID位置（仅供内部参考,检测无异常，有位置信息:省份【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:正常【检测VOLTE平台用户状态】:用户可以正常呼出呼入【检测ENUM开户数据是否存在】:ENUM开户数据存在【检测用户volte注册状态】:用户已注册VOLTE功能有MSCID位置信息已建议用户换机换卡，用户未恢复,表示自己的号码给手机内的副卡打电话，在自己的号码挂机以后，再给此副卡打电话，此卡一直提示占线。而的号码给此副卡打电话却又是正常的。自己的主卡给号码打电话不存在这样的问题，此问题只出现在自己的主卡和之间。用户要求解释原因。请联系处理,双方开通4G:是；双方开通VOLTE:是；Volte开关启用:是；对方为电信Volte用户:是（可支持高清视频通话,苹果或携转用户:是（直接答复不支持,有无4G信号:是。	语音或上网无法使用
反映人在外地不方便回去，要求开机,用户要求3小时内回复或解决方法停机类型:骚扰单停；处理工号:hb；通话频繁的原因（不涉及填无）:联系外地的朋友；单位全称（个人填个人）:个人；能否提供工作证明:个人使用，不涉及；机主身份姓名:胡泽晨；机主身份证辅助项（三选一）:开卡地市；用户不认可项:。	身份核验复机问题
用户之前电视是联网看的，现在用户要用机顶盒看电视看不了，用户说之前也没有师傅去家里安装，请安排师傅上门安装调试优先通过催装移场景诊断:否（前新装订单,流程是否竣工:是；是否已上门安装:否；受理订单产品类型:ITV；业务受理类型:。	安装宽带、itv、摄像头
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
对11月ITV账户上有20元,影视类5G权益扣费不认可，查看显示10月份办理时有开通订购智慧家庭应用享5G畅享融合折扣20元权益促销定价，但10月4号此优惠定价被取消，所以10月份显示有享受优惠折扣，但11月开始无折扣优惠。请尽快核实处理回复！yci,影视类5G权益,渠道类型:自有营业厅（非武汉）投诉类型:解释、说明、宣传不清晰/错误客户状态:情绪正常业务场景（优先解决业务诉求）:非以上场景存在争议的定价、活动名称:销售品退订【订购智慧家庭应用享5G畅享融合折扣20元权益促销】营业厅名称（知识库—搜营业厅）:隆康路中心营业厅。	费用争议
短信故障现象:无法收发；短信拦截类型:拦截；测试短信情况:不涉及,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您，用户要求加急处理。	短信无法收发
客户，通过自有营业厅咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:销售品退订【5G云套餐十全十美169元档,营业厅名称:隆康路中心营业厅；工作人员工号/特征:高翠；存在的服务问题:12元的智能家居业务,用户称在营业厅前台办理了智能居家注销，但目前查询仍扣费，请核实。；IM用户称在营业厅前台办理了智能居家注销，但目前查询仍扣费，请核实。	投诉营业厅
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
1.否认办理业务:5G云套餐十全十美169元档2.受理渠道:客户服务中心维系一厅3.订单记录:购物车流水:4.机主身份证:5.用户要求:否认办理，根据办理订单解释，用户不认可。	否认改套餐、办理业务
客户，通过客户经理（含网格、校园、政企）咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:【元畅享单产品,3折-12个月-政企团购专用-后付费预付费共用,客户经理电话或姓名:赵亚飞；存在的服务问题:到期时间不认可,用户称打折活动不知情；堵套餐内打折活动到期时间不知情，用户不认可。	办理业务时，对解释说明不清表示不满意
用户号码认为在12月13日，,此号码多次联系用户，对用户造成了骚扰，用户要求举报此号码，请尽快核实处理，内容:贷款理财，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（武汉）(武汉)请派单信安部处理。	用户接到骚扰 / 诈骗电话
客户反映12月7通过营业厅协助获取携出授权码办理携出，因有固移融合业务原因无法办理携出，客户不认可，要求核查处理，请协助跟进。销售品ID,销售品名称:美丽乡村松捆绑(松融合,协议开始时间,协议到期时间,号码状态:正常,用户称本机提示有固移融合业务影响了携出，我处已建议用户需要通过营业厅将此业务取消但用户不接收，坚持要求线上取消,用户称本机提示有固移融合业务影响了携出，我处已建议用户需要通过营业厅将此业务取消但用户不接收，坚持要求线上取消。	投诉营业厅
省网优预,一键检测费用正常、未断网、未降速，用户不在4G，1429联系用户坚持称在所有位置手机上网都很卡，用户称已经换过卡片了也一样，并且表示自己两个电信号码在整个武汉市都这样，多次，要求核查电信网络数据，请进一步核实。	本地无法主被叫/上网
已发号测试短信，用户接收失败,-06,客户反映没有收到携程的验证码，请核实一下。	测试短信接收成功，不认可自助排障
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-12-07。	号码正常，短信未拦截，不配合换机测试
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-15。	短信无法发送
用户号码认为,在，,对用户号码进行骚扰,威胁。要求拦截，请回复,内容:，通话时长:3分钟内，接收电话形式:人工拨打。举报时间,备注:用户要求举报核查处理:被举报号码:（无法识别归属地,无法查询归属地），请派单信安部处理。	用户接到骚扰 / 诈骗电话
1.主叫号码,2.受理号码,3.联系号码,4.生单原因宣传与活动不一致5.订单号XW6.用户需求:,用户称当时宣传是免费使用半年，是不需要缴费，现查询号码欠费停机，现对此不认可，要求尽快核实处理。	宣传与活动不一致
短信故障现象:无法收发；短信拦截类型:未拦截；测试短信情况:不涉及,生单原因:短信权限问题导致无法发送,工单处理时限提醒话术:我们马上核实处理，36小时内会有专人联系您。	短信无法收发
用户骚扰被停不认可，意见很大，麻烦尽快联系处理，停机类型:骚扰单停；处理工号:hb；通话频繁的原因（不涉及填无）:工作；单位全称（个人填个人）:个人；能否提供工作证明:个人使用，不涉及；机主身份姓名:王军；机主身份证辅助项（三选一）:开卡地市；用户不认可项:停机原因。	身份核验复机问题
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-09。	号码正常，短信未拦截，不配合换机测试
强制停机,处理成功,处理中,hbkf,WHA,缴费未开机可用余额:元号码状态:停机重启光猫还是用不了。	有余额被停机
用户积分兑换入口:集团商城网址:jf.189.cn；积分兑换物品类型,积分兑换渠道:湖北电信ITV综合业务管理平台；积分兑换物品:炫佳游戏道具10元；积分兑换单积分争议类型:否认兑换积分,积分异动日期为:，异动为:兑换/清零，异动积分为:，积分值为:5289，兑换凭单号为:，兑换物品为:炫佳游戏道具10元，兑换渠道为:湖北电信ITV综合业务管理平台前期已告知用户积分退还，但是用户不认可，表示自己的积分兑换没有得到保护，有严重的投诉倾向，要求尽快解决。	积分兑换
漫游地（省外）:西藏自治区；具体使用地址:拉萨市城关区迎亲大桥；省际漫游投诉问题:上网；故障发生时间,号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:4G终端,用户已联系当地客服告知当地无信号问题，但是用户在拉萨市都无法上网，用户不认可，要求尽快核实处理。	漫游语音/上网问题
已发号测试短信，用户接收成功但不认可自助排障,）用户反馈无法获取行程码验证码，其它正常，晚上18点后可联系，白天时间让短信回复情况，烦。	测试短信接收成功，不认可自助排障
客户反映，通过合作营业厅咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:业务办理差错；营业厅名称:荆州城南专营店,用户要求营业厅能主动联系他；营业厅办错。	业务办理问题
已到电信自有营业厅复机成功，下午再次非实名违章单停，用户对此不满，要求复机，烦,停开机类型（停机原因-停开机记录区查-看详情）:非实名违章单停；处理工号（停机原因-停开机记录区查-看详情）:hb；无法到厅开机原因:无。	用户反应机主在外地,需要线上复机！,用户要求线上开机,用户意见很大有越级投诉倾向,请核实联系
增加武汉#14天内行程情况:更新于,您于前14天内到达或途径:无查询结果；行程轨迹故障现象:无行程；异常省份:湖北,现在手机行程码没有任何城市，影响工作以及出行，请尽快核实处理。	行程轨迹（多行程、无行程、少行程）
故障现象:无信号；故障场景:所有位置；故障类型:上网；网络类型:5G；地图地址:武汉市江岸区工农兵路120号恒昌花园E栋1单元1楼101室；地图经度:114,地图纬度:30,地图基站id:1；故障发生时间:1；手机型号:1,省网优预,5G套餐，开通SA功能，5G手机,一键检测费用正常、未断网、未降速，用户在4G。联系用户称近段时间在所有位置上网没有5G，建议用户还原网络设置或换机换卡测试无效；省网优预,5G套餐，开通SA功能，5G手机,一键检测费用正常、未断网、未降速，用户在4G。联系用户称近段时间在所有位置上网没有5G，建议用户还原网络设置或换机换卡测试无效周围用户是否正常】:是【经度】:114,纬度】:30,地址】:武汉市江岸区工农兵路120号恒昌花园2栋1楼3号门面（农商银行,地址id,基站id,5G开关是否开启】:是【受理号码,故障预处理】:本地上网慢【故障场景】:所有位置【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【检测BOSS是否开通5G,SA功能】:是【检测是否5G首话单】:否【检测是否5G终端】:是【检测网元侧SA开户信息是否存在】:存在【检测SA网元侧停开机状态】:4G:开机；5G:开机【检测SA网元侧上下行速率】:5G上行100M,下行300M【检测30天内是否有未竣工订单】:无在途订单【检测BOSS5G上下行速率】:5G上行:100M,下行:300M【检测5G上网话单（BOSS话单）提供上网记录】:24小时以内产生话单【是否存在异常话单】:无异常话单【是否被列入AAA黑名单】:否【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检查BOSS是否已经发送达量降速】:BOSS未发送达量降速【检测BOSS是否断网】:未断网【检测当前是否有上网超阈值记录】:上网流量没有超断网阀值终端支持5G但无5G首话单，用户反映换卡以后还是没有5G信。	通话、上网数据问题
客户，通过自有营业厅咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:销售品成员变更【5G云套餐十全十美129元档,营业厅名称:仙桃市彭场镇营业厅（李利华,工作人员工号/特征:莫茜；存在的服务问题:办理差错,尽快办理；用户反映办理携入时营业厅告知主副卡之间互打免费，但是现在查询营业厅没有办理。要求办理并且退费，请核实回复。	投诉营业厅
客户反映，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:变更；营业厅名称:荆门掇刀区深圳大道营业厅；工作人员工号/特征:陈玉清；存在的服务问题:同业务内容,同业务内容；用户称办理5G套餐时告知每月基本费用是119元，现核实与实际扣费不一致，对此非常不认可。	宣传与活动不一致
携号转网用户反映问题:反映有时候别人给他打电话也接不到，非要自己重启才能恢复。	语音或上网无法使用
前期工单无法省转单，工单流水:，用户反馈在友谊路营业厅因为翼支付更改了客户信息为她本人的，但这次用户办理业务的时候，发现还是她先生的实名，用户有意见，江汉友谊路营业厅(1),回复:核实用户号码通过集团虚拟营业厅，取消翼支付，订单号，并非在营业厅取消。,我厅通过027-,联系,女非机主本人，该用户明确提出在营业厅上班，有把号码实名到自己名下，但号码目前实名为陈自强，需要开通翼支付，现用户需要开通由于银行加强对实名制的管控，请转翼支付平台核实号码对应实名的具体信息，同时在未注册翼支付时号码实名是否拦截,见营业厅回复结果，请转翼支付专席核实处理。	充值缴费问题
政企视频彩铃信息费,用户对于固话的彩铃费用不认可，要求取消并退费，需要尽快处理。	客户需求,取消并争议费用
省网优预,多次致电用户都无法接听提示异常，核实费用数据HLR正常，未开通volote，无异常话务，无互斥业务，无联系方式，请进一步核实。周围用户是否正常】:不清楚【经度】:114,纬度】:30,地址,武汉市武昌区彭刘杨路228号银可可琴行【地址id,基站id,手机号放座机用，表示如果今天没有呼出，别人就打不进电话,受理号码,故障预处理】:本地无法主被叫【故障场景】:所有位置【故障现象】:有信号，正常【故障发生时间】,点【检测BOSS侧付费模式和欠费情况】:后付费【是否存在异常话单】:无异常话单【HLR用户是否登网（关机状态检测,开机【HLR漫游权限查询】:国内漫游【检测BOSS侧停开机状态】:开机【检测30天内在途工单】:30天内无在途单【检测HLR侧停开机状态】:开机【呼叫权限】:国内呼叫【MSCID位置（仅供内部参考,检测无异常，有位置信息:湖北省武汉【检测无线网状况是否故障】:正常【检测当前是否有拨异网号码超阈值记录】:拨异网号码语音时长没有达阀值【检测HSS中VoLTE数据状态】:BOSS未开通VOLTE功能【检测VOLTE平台用户状态】:BOSS未开通VOLTE功能【检测ENUM开户数据是否存在】:BOSS未开通VOLTE功能【检测用户volte注册状态】:BOSS未开通VOLTE功能有MSCID位置信息已建议用户换机换卡，用户未恢复。	本地无法主被叫/上网
客户，通过合作营业厅咨询/办理业务时，对解释说明不清表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:更换设备；营业厅名称:袁市复州大道专营店；工作人员工号/特征:无；存在的服务问题:未解释换光猫换有积分扣除,称自己办理更换光猫业务时，营业厅工作人员并没有说会产生积分的扣除，解释安抚无效！用户坚持对此不认可，并及时回复！；称自己办理更换光猫业务时，营业厅工作人员并没有说会产生积分的扣除，解释安抚无效！用户坚持对此不认可，并及时回复。	否认改套餐、办理业务
已发号测试短信，用户接收成功但不认可自助排障。	测试短信接收成功，不认可自助排障
1.主叫号码,2.受理号码,3.联系号码,4.生单原因宣传与活动不一致5.订单号XW6.用户需求:,现在也没有半年，为什么会停机，解释说有个9元20G流量包，用户对这个不认可，,说当时也没说有这个。	宣传与活动不一致
客户，通过代理服务点咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:更改套餐；营业厅名称:客户服务中心维系三厅；工作人员工号/特征:无；客户经理电话或姓名:无；存在的服务问题:同上；用户反映自己没有办理升级5G，是谁给用户办理的升级套餐，请核实联系。	投诉营业厅
漫游地（省外）:天津；具体使用地址:北晨区双口镇东堤村；省际漫游投诉问题:上网；故障发生时间:12月12日；号码状态:正常；4G-LTE及国漫功能:已开通；手机是否已启用4G功能:已启用；漫出地4G信号覆盖:有4G信号覆盖；手机终端类型:4G终端,用户反映在外省无法上网，重启无效，现对此不认可。	语音或上网无法使用
用户反映号码刚办理的，线上复机提示不符合实际复机操作，请核实,是否停机:是（请进行下一步,停机类型:大数据分析号码身份核验；停机时间,处理工号是否是hb:否（请场景按照口径答复用户。	表示通过链接复机到最后一步了,一直没用成功,用户线上链接复机不成功,请联系处理
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-09。	号码正常，短信未拦截，不配合换机测试
用户称只安装了光猫，没安装itv，现新买了电视机、要求安排师傅上门安装机顶盒，麻烦核实处理。优先通过催装移场景诊断:否（前新装订单,流程是否竣工:是；是否已上门安装:否；受理订单产品类型:ITV；业务受理类型:装机。	安装宽带、itv、摄像头
渠道一致性查询渠道:网厅,客户反映上个月十几号左右通过营业厅查询流量有90GB，过几天就没有了；客户反映上个月十几号左右通过营业厅查询流量有90GB，过几天就没有了，请核实一下。	投诉营业厅
用户号码状态正常，发送号码正确且未被对方设置拦截，不认可配合换机测试，-03。	号码正常，短信未拦截，不配合换机测试
客户，通过自有营业厅咨询/办理业务时，对办理差错表示不满意，要求核查处理，客服代表安抚无效，请协助处理,业务类型:订购销售品【-电信无忧卡,营业厅名称:荆州江陵普济营业厅（周永泰,工作人员工号/特征:曾小媚,日在营业厅办理的手机账户拆分，现发现还是合账消费，对此不认可,烦请核实并回复；日在营业厅办理的手机账户拆分，现发现还是合账消费，对此不认可,烦请核实并回复。	办理业务时，对解释说明不清表示不满意
反映流量超以及缴费提醒的短信发的太慢，等停机了才一次性收到五六条短信，从剩余5元一直到欠费30，和之前余额提醒一起发的，表示需要及时的发短信提醒，还投诉问题场景,订购记录场景查询结果:与用户描述一致；综合提醒平台查询结果:与用户描述一致；接收/发送时间:。	短信提醒问题
自己12号收到电信发的短信，说收到杭州的绿码变成了黄码，自己都没有到杭州去，一直都在宁波，现在有电话说要用户去隔离，投诉问题场景,订购记录场景查询结果:提醒类不涉及；综合提醒平台查询结果:与用户描述一致；接收/发送时间:。	催缴提醒问题
前期工单,用户现对11月的宽带扣费不认可，称宽带之前是免月租优惠，表示办理时并没告知优惠期限，要求处理11月宽带退费。	费用争议
